ID,Author,Year,Kingdom,Species,correlation.coefficient,sample_size,Method,yi,vi,se
6,Dallas et al.,2017,Animal,Reithrodontomys fulvescens,-0.03,19,ED,-0.030,0.063,0.250
6,Dallas et al.,2017,Animal,Reithrodontomys fulvescens,0.29,19,GD,0.299,0.063,0.250
6,Dallas et al.,2017,Animal,Reithrodontomys megalotis,-0.13,47,ED,-0.131,0.023,0.151
6,Dallas et al.,2017,Animal,Reithrodontomys megalotis,0.06,47,GD,0.060,0.023,0.151
6,Dallas et al.,2017,Plant,Rhizophora mangle,0.16,27,ED,0.161,0.042,0.204
6,Dallas et al.,2017,Plant,Rhizophora mangle,0.04,27,GD,0.040,0.042,0.204
6,Dallas et al.,2017,Animal,Rhodostethia rosea,-0.35,12,ED,-0.365,0.111,0.333
6,Dallas et al.,2017,Animal,Rhodostethia rosea,0.04,12,GD,0.040,0.111,0.333
5,Curnutt et al.,1996,Animal,Rhynchophanes mccownii,0.97,5,GD,2.092,0.500,0.707
6,Dallas et al.,2017,Animal,Rhynchophanes mccownii,-0.08,29,ED,-0.080,0.038,0.196
6,Dallas et al.,2017,Animal,Rhynchophanes mccownii,-0.17,29,GD,-0.172,0.038,0.196
16,Osocrio-Olivera et al,2020,Animal,Rhynchophanes mccownii,-0.11,62,MD,-0.110,0.017,0.130
16,Osocrio-Olivera et al,2020,Animal,Rhynchophanes mccownii,0,62,ED,0.000,0.017,0.130
6,Dallas et al.,2017,Animal,Riparia riparia,-0.03,435,ED,-0.030,0.002,0.048
6,Dallas et al.,2017,Animal,Riparia riparia,-0.03,443,GD,-0.030,0.002,0.048
16,Osocrio-Olivera et al,2020,Animal,Riparia riparia,-0.05,1042,MD,-0.050,0.001,0.031
16,Osocrio-Olivera et al,2020,Animal,Riparia riparia,0,1042,ED,0.000,0.001,0.031
6,Dallas et al.,2017,Animal,Rissa tridactyla,-0.09,88,ED,-0.090,0.012,0.108
6,Dallas et al.,2017,Animal,Rissa tridactyla,0.13,124,GD,0.131,0.008,0.091
6,Dallas et al.,2017,Animal,Rostrhamus sociabilis,-0.15,42,ED,-0.151,0.026,0.160
6,Dallas et al.,2017,Animal,Rostrhamus sociabilis,0.08,42,GD,0.080,0.026,0.160
6,Dallas et al.,2017,Animal,Rupornis magnirostris,-0.06,80,ED,-0.060,0.013,0.114
6,Dallas et al.,2017,Animal,Rupornis magnirostris,0.05,80,GD,0.050,0.013,0.114
20,Santini et al.,2018,Animal,Rusa unicolor,-0.15,102,GD,-0.151,0.010,0.101
20,Santini et al.,2018,Animal,Rusa unicolor,-0.24,102,MD,-0.245,0.010,0.101
20,Santini et al.,2018,Animal,Rusa unicolor,-0.08,102,ED,-0.080,0.010,0.101
6,Dallas et al.,2017,Animal,Rynchops niger,0.06,165,ED,0.060,0.006,0.079
6,Dallas et al.,2017,Animal,Rynchops niger,-0.11,173,GD,-0.110,0.006,0.077
16,Osocrio-Olivera et al,2020,Animal,Rynchops niger,-0.07,36,MD,-0.070,0.030,0.174
16,Osocrio-Olivera et al,2020,Animal,Rynchops niger,-0.07,36,ED,-0.070,0.030,0.174
6,Dallas et al.,2017,Plant,Sabal palmetto,-0.14,512,ED,-0.141,0.002,0.044
6,Dallas et al.,2017,Plant,Sabal palmetto,-0.08,512,GD,-0.080,0.002,0.044
20,Santini et al.,2018,Animal,Saguinus fuscicollis,-0.66,31,GD,-0.793,0.036,0.189
20,Santini et al.,2018,Animal,Saguinus fuscicollis,-0.04,31,MD,-0.040,0.036,0.189
20,Santini et al.,2018,Animal,Saguinus fuscicollis,-0.15,31,ED,-0.151,0.036,0.189
20,Santini et al.,2018,Animal,Saguinus mystax,-0.19,22,GD,-0.192,0.053,0.229
20,Santini et al.,2018,Animal,Saguinus mystax,-0.09,22,MD,-0.090,0.053,0.229
20,Santini et al.,2018,Animal,Saguinus mystax,0.22,22,ED,0.224,0.053,0.229
20,Santini et al.,2018,Animal,Saimiri boliviensis,-0.12,24,GD,-0.121,0.048,0.218
20,Santini et al.,2018,Animal,Saimiri boliviensis,-0.3,24,MD,-0.310,0.048,0.218
20,Santini et al.,2018,Animal,Saimiri boliviensis,0.12,24,ED,0.121,0.048,0.218
20,Santini et al.,2018,Animal,Saimiri sciureus,-0.01,18,GD,-0.010,0.067,0.258
20,Santini et al.,2018,Animal,Saimiri sciureus,-0.6,18,MD,-0.693,0.067,0.258
20,Santini et al.,2018,Animal,Saimiri sciureus,-0.5,18,ED,-0.549,0.067,0.258
6,Dallas et al.,2017,Plant,Salix amygdaloides,-0.03,487,ED,-0.030,0.002,0.045
6,Dallas et al.,2017,Plant,Salix amygdaloides,-0.06,487,GD,-0.060,0.002,0.045
6,Dallas et al.,2017,Plant,Salix bebbiana,0.11,179,ED,0.110,0.006,0.075
6,Dallas et al.,2017,Plant,Salix bebbiana,0.05,179,GD,0.050,0.006,0.075
6,Dallas et al.,2017,Plant,Salix caroliniana,0.02,67,ED,0.020,0.016,0.125
6,Dallas et al.,2017,Plant,Salix caroliniana,-0.03,67,GD,-0.030,0.016,0.125
6,Dallas et al.,2017,Animal,Salpinctes obsoletus,-0.08,235,ED,-0.080,0.004,0.066
6,Dallas et al.,2017,Animal,Salpinctes obsoletus,-0.03,238,GD,-0.030,0.004,0.065
16,Osocrio-Olivera et al,2020,Animal,Salpinctes obsoletus,-0.25,510,MD,-0.255,0.002,0.044
16,Osocrio-Olivera et al,2020,Animal,Salpinctes obsoletus,-0.02,510,ED,-0.020,0.002,0.044
6,Dallas et al.,2017,Animal,Saltator atriceps,-0.27,35,ED,-0.277,0.031,0.177
6,Dallas et al.,2017,Animal,Saltator atriceps,0.08,35,GD,0.080,0.031,0.177
6,Dallas et al.,2017,Animal,Saltator coerulescens,0.07,60,ED,0.070,0.018,0.132
6,Dallas et al.,2017,Animal,Saltator coerulescens,0.14,60,GD,0.141,0.018,0.132
6,Dallas et al.,2017,Animal,Saltator maximus,-0.02,37,ED,-0.020,0.029,0.171
6,Dallas et al.,2017,Animal,Saltator maximus,-0.17,37,GD,-0.172,0.029,0.171
6,Dallas et al.,2017,Animal,Saltator striatipectus,0.19,12,ED,0.192,0.111,0.333
6,Dallas et al.,2017,Animal,Saltator striatipectus,0.52,12,GD,0.576,0.111,0.333
6,Dallas et al.,2017,Plant,Sapindus saponaria,0.01,167,ED,0.010,0.006,0.078
6,Dallas et al.,2017,Plant,Sapindus saponaria,0.04,167,GD,0.040,0.006,0.078
6,Dallas et al.,2017,Animal,Sarcoramphus papa,-0.17,39,ED,-0.172,0.028,0.167
6,Dallas et al.,2017,Animal,Sarcoramphus papa,0.35,39,GD,0.365,0.028,0.167
6,Dallas et al.,2017,Animal,Sayornis nigricans,-0.02,486,ED,-0.020,0.002,0.046
6,Dallas et al.,2017,Animal,Sayornis nigricans,0.01,490,GD,0.010,0.002,0.045
16,Osocrio-Olivera et al,2020,Animal,Sayornis nigricans,-0.28,135,MD,-0.288,0.008,0.087
16,Osocrio-Olivera et al,2020,Animal,Sayornis nigricans,-0.09,135,ED,-0.090,0.008,0.087
6,Dallas et al.,2017,Animal,Sayornis phoebe,-0.06,774,ED,-0.060,0.001,0.036
6,Dallas et al.,2017,Animal,Sayornis phoebe,-0.07,777,GD,-0.070,0.001,0.036
16,Osocrio-Olivera et al,2020,Animal,Sayornis phoebe,-0.22,1362,MD,-0.224,0.001,0.027
16,Osocrio-Olivera et al,2020,Animal,Sayornis phoebe,-0.24,1362,ED,-0.245,0.001,0.027
6,Dallas et al.,2017,Animal,Sayornis saya,0,398,ED,0.000,0.003,0.050
6,Dallas et al.,2017,Animal,Sayornis saya,-0.01,400,GD,-0.010,0.003,0.050
16,Osocrio-Olivera et al,2020,Animal,Sayornis saya,-0.11,566,MD,-0.110,0.002,0.042
16,Osocrio-Olivera et al,2020,Animal,Sayornis saya,-0.06,566,ED,-0.060,0.002,0.042
6,Dallas et al.,2017,Animal,Scolopax minor,-0.2,163,ED,-0.203,0.006,0.079
6,Dallas et al.,2017,Animal,Scolopax minor,-0.17,165,GD,-0.172,0.006,0.079
16,Osocrio-Olivera et al,2020,Animal,Scolopax minor,0.05,343,MD,0.050,0.003,0.054
16,Osocrio-Olivera et al,2020,Animal,Scolopax minor,0.02,343,ED,0.020,0.003,0.054
6,Dallas et al.,2017,Animal,Seiurus aurocapilla,0.51,678,ED,0.563,0.001,0.038
6,Dallas et al.,2017,Animal,Seiurus aurocapilla,0.06,690,GD,0.060,0.001,0.038
16,Osocrio-Olivera et al,2020,Animal,Seiurus aurocapilla,-0.16,1088,MD,-0.161,0.001,0.030
16,Osocrio-Olivera et al,2020,Animal,Seiurus aurocapilla,-0.16,1088,ED,-0.161,0.001,0.030
6,Dallas et al.,2017,Animal,Selasphorus calliope,-0.11,100,ED,-0.110,0.010,0.102
6,Dallas et al.,2017,Animal,Selasphorus calliope,0.01,100,GD,0.010,0.010,0.102
16,Osocrio-Olivera et al,2020,Animal,Selasphorus calliope,-0.21,121,MD,-0.213,0.008,0.092
16,Osocrio-Olivera et al,2020,Animal,Selasphorus calliope,-0.14,121,ED,-0.141,0.008,0.092
6,Dallas et al.,2017,Animal,Selasphorus platycercus,-0.01,128,ED,-0.010,0.008,0.089
6,Dallas et al.,2017,Animal,Selasphorus platycercus,-0.02,128,GD,-0.020,0.008,0.089
16,Osocrio-Olivera et al,2020,Animal,Selasphorus platycercus,0.04,163,MD,0.040,0.006,0.079
16,Osocrio-Olivera et al,2020,Animal,Selasphorus platycercus,0.18,163,ED,0.182,0.006,0.079
6,Dallas et al.,2017,Animal,Selasphorus rufus,0,223,ED,0.000,0.005,0.067
6,Dallas et al.,2017,Animal,Selasphorus rufus,0.03,224,GD,0.030,0.005,0.067
16,Osocrio-Olivera et al,2020,Animal,Selasphorus rufus,0.2,210,MD,0.203,0.005,0.070
16,Osocrio-Olivera et al,2020,Animal,Selasphorus rufus,0.09,210,ED,0.090,0.005,0.070
6,Dallas et al.,2017,Animal,Selasphorus rufus/sasin,0.13,52,GD,0.131,0.020,0.143
6,Dallas et al.,2017,Animal,Selasphorus sasin,-0.12,87,ED,-0.121,0.012,0.109
6,Dallas et al.,2017,Animal,Selasphorus sasin,0.06,88,GD,0.060,0.012,0.108
16,Osocrio-Olivera et al,2020,Animal,Selasphorus sasin,0.03,32,MD,0.030,0.034,0.186
16,Osocrio-Olivera et al,2020,Animal,Selasphorus sasin,0.11,32,ED,0.110,0.034,0.186
20,Santini et al.,2018,Animal,Semnopithecus entellus,0.16,12,GD,0.161,0.111,0.333
20,Santini et al.,2018,Animal,Semnopithecus entellus,-0.17,12,MD,-0.172,0.111,0.333
20,Santini et al.,2018,Animal,Semnopithecus entellus,0.11,12,ED,0.110,0.111,0.333
6,Dallas et al.,2017,Plant,Sequoia sempervirens,0.12,264,ED,0.121,0.004,0.062
6,Dallas et al.,2017,Plant,Sequoia sempervirens,0.07,264,GD,0.070,0.004,0.062
18,Sagarin & Gaines,2002,Animal,Serpulorbis squamigerus,-0.07,22,GD,-0.070,0.053,0.229
16,Osocrio-Olivera et al,2020,Animal,Setophaga americana,0.21,952,MD,0.213,0.001,0.032
16,Osocrio-Olivera et al,2020,Animal,Setophaga americana,0.24,952,ED,0.245,0.001,0.032
6,Dallas et al.,2017,Animal,Setophaga caerulescens,0.19,409,ED,0.192,0.002,0.050
6,Dallas et al.,2017,Animal,Setophaga caerulescens,-0.02,421,GD,-0.020,0.002,0.049
16,Osocrio-Olivera et al,2020,Animal,Setophaga caerulescens,-0.17,384,MD,-0.172,0.003,0.051
16,Osocrio-Olivera et al,2020,Animal,Setophaga caerulescens,-0.14,384,ED,-0.141,0.003,0.051
6,Dallas et al.,2017,Animal,Setophaga castanea,0.02,310,ED,0.020,0.003,0.057
6,Dallas et al.,2017,Animal,Setophaga castanea,0.09,317,GD,0.090,0.003,0.056
16,Osocrio-Olivera et al,2020,Animal,Setophaga castanea,0.03,222,MD,0.030,0.005,0.068
16,Osocrio-Olivera et al,2020,Animal,Setophaga castanea,0.01,222,ED,0.010,0.005,0.068
6,Dallas et al.,2017,Animal,Setophaga cerulea,0.16,168,ED,0.161,0.006,0.078
6,Dallas et al.,2017,Animal,Setophaga cerulea,0.1,169,GD,0.100,0.006,0.078
16,Osocrio-Olivera et al,2020,Animal,Setophaga cerulea,-0.28,246,MD,-0.288,0.004,0.064
16,Osocrio-Olivera et al,2020,Animal,Setophaga cerulea,-0.23,246,ED,-0.234,0.004,0.064
6,Dallas et al.,2017,Animal,Setophaga chrysoparia,-0.4,21,ED,-0.424,0.056,0.236
6,Dallas et al.,2017,Animal,Setophaga chrysoparia,0.27,21,GD,0.277,0.056,0.236
6,Dallas et al.,2017,Animal,Setophaga citrina,-0.04,246,ED,-0.040,0.004,0.064
6,Dallas et al.,2017,Animal,Setophaga citrina,-0.04,253,GD,-0.040,0.004,0.063
16,Osocrio-Olivera et al,2020,Animal,Setophaga citrina,-0.08,562,MD,-0.080,0.002,0.042
16,Osocrio-Olivera et al,2020,Animal,Setophaga citrina,0.02,562,ED,0.020,0.002,0.042
6,Dallas et al.,2017,Animal,Setophaga coronata,-0.02,1876,ED,-0.020,0.001,0.023
6,Dallas et al.,2017,Animal,Setophaga coronata,0.04,1892,GD,0.040,0.001,0.023
16,Osocrio-Olivera et al,2020,Animal,Setophaga coronata,-0.1,1090,MD,-0.100,0.001,0.030
16,Osocrio-Olivera et al,2020,Animal,Setophaga coronata,-0.09,1090,ED,-0.090,0.001,0.030
6,Dallas et al.,2017,Animal,Setophaga discolor,-0.01,222,ED,-0.010,0.005,0.068
6,Dallas et al.,2017,Animal,Setophaga discolor,-0.12,232,GD,-0.121,0.004,0.066
16,Osocrio-Olivera et al,2020,Animal,Setophaga discolor,-0.24,615,MD,-0.245,0.002,0.040
16,Osocrio-Olivera et al,2020,Animal,Setophaga discolor,-0.27,615,ED,-0.277,0.002,0.040
6,Dallas et al.,2017,Animal,Setophaga dominica,-0.04,201,ED,-0.040,0.005,0.071
6,Dallas et al.,2017,Animal,Setophaga dominica,0.09,204,GD,0.090,0.005,0.071
16,Osocrio-Olivera et al,2020,Animal,Setophaga dominica,-0.1,474,MD,-0.100,0.002,0.046
16,Osocrio-Olivera et al,2020,Animal,Setophaga dominica,-0.16,474,ED,-0.161,0.002,0.046
6,Dallas et al.,2017,Animal,Setophaga fusca,0.39,424,ED,0.412,0.002,0.049
6,Dallas et al.,2017,Animal,Setophaga fusca,0,428,GD,0.000,0.002,0.049
16,Osocrio-Olivera et al,2020,Animal,Setophaga fusca,-0.15,439,MD,-0.151,0.002,0.048
16,Osocrio-Olivera et al,2020,Animal,Setophaga fusca,-0.11,439,ED,-0.110,0.002,0.048
6,Dallas et al.,2017,Animal,Setophaga graciae,-0.26,36,ED,-0.266,0.030,0.174
6,Dallas et al.,2017,Animal,Setophaga graciae,-0.02,36,GD,-0.020,0.030,0.174
16,Osocrio-Olivera et al,2020,Animal,Setophaga graciae,-0.01,36,MD,-0.010,0.030,0.174
16,Osocrio-Olivera et al,2020,Animal,Setophaga graciae,-0.27,36,ED,-0.277,0.030,0.174
6,Dallas et al.,2017,Animal,Setophaga kirtlandii,0.01,14,ED,0.010,0.091,0.302
6,Dallas et al.,2017,Animal,Setophaga kirtlandii,0.32,14,GD,0.332,0.091,0.302
6,Dallas et al.,2017,Animal,Setophaga magnolia,0.48,737,ED,0.523,0.001,0.037
6,Dallas et al.,2017,Animal,Setophaga magnolia,0.17,747,GD,0.172,0.001,0.037
16,Osocrio-Olivera et al,2020,Animal,Setophaga magnolia,0,507,MD,0.000,0.002,0.045
16,Osocrio-Olivera et al,2020,Animal,Setophaga magnolia,-0.12,507,ED,-0.121,0.002,0.045
6,Dallas et al.,2017,Animal,Setophaga nigrescens,0.02,225,ED,0.020,0.005,0.067
6,Dallas et al.,2017,Animal,Setophaga nigrescens,0.06,227,GD,0.060,0.004,0.067
16,Osocrio-Olivera et al,2020,Animal,Setophaga nigrescens,0.15,215,MD,0.151,0.005,0.069
16,Osocrio-Olivera et al,2020,Animal,Setophaga nigrescens,0.13,215,ED,0.131,0.005,0.069
6,Dallas et al.,2017,Animal,Setophaga occidentalis,-0.12,135,ED,-0.121,0.008,0.087
6,Dallas et al.,2017,Animal,Setophaga occidentalis,0.06,137,GD,0.060,0.007,0.086
16,Osocrio-Olivera et al,2020,Animal,Setophaga occidentalis,-0.38,90,MD,-0.400,0.011,0.107
16,Osocrio-Olivera et al,2020,Animal,Setophaga occidentalis,-0.34,90,ED,-0.354,0.011,0.107
6,Dallas et al.,2017,Animal,Setophaga palmarum,0.1,534,ED,0.100,0.002,0.043
6,Dallas et al.,2017,Animal,Setophaga palmarum,0.08,544,GD,0.080,0.002,0.043
16,Osocrio-Olivera et al,2020,Animal,Setophaga palmarum,0.22,145,MD,0.224,0.007,0.084
16,Osocrio-Olivera et al,2020,Animal,Setophaga palmarum,0.27,145,ED,0.277,0.007,0.084
6,Dallas et al.,2017,Animal,Setophaga pensylvanica,0.12,556,ED,0.121,0.002,0.043
6,Dallas et al.,2017,Animal,Setophaga pensylvanica,-0.06,563,GD,-0.060,0.002,0.042
16,Osocrio-Olivera et al,2020,Animal,Setophaga pensylvanica,-0.1,647,MD,-0.100,0.002,0.039
16,Osocrio-Olivera et al,2020,Animal,Setophaga pensylvanica,-0.07,647,ED,-0.070,0.002,0.039
6,Dallas et al.,2017,Animal,Setophaga petechia,0,1241,ED,0.000,0.001,0.028
6,Dallas et al.,2017,Animal,Setophaga petechia,-0.02,1254,GD,-0.020,0.001,0.028
16,Osocrio-Olivera et al,2020,Animal,Setophaga petechia,-0.2,1884,MD,-0.203,0.001,0.023
16,Osocrio-Olivera et al,2020,Animal,Setophaga petechia,-0.09,1884,ED,-0.090,0.001,0.023
6,Dallas et al.,2017,Animal,Setophaga pinus,0.08,325,ED,0.080,0.003,0.056
6,Dallas et al.,2017,Animal,Setophaga pinus,-0.02,329,GD,-0.020,0.003,0.055
16,Osocrio-Olivera et al,2020,Animal,Setophaga pinus,0,777,MD,0.000,0.001,0.036
16,Osocrio-Olivera et al,2020,Animal,Setophaga pinus,0.03,777,ED,0.030,0.001,0.036
6,Dallas et al.,2017,Animal,Setophaga pitiayumi,-0.22,63,ED,-0.224,0.017,0.129
6,Dallas et al.,2017,Animal,Setophaga pitiayumi,0.06,63,GD,0.060,0.017,0.129
6,Dallas et al.,2017,Animal,Setophaga ruticilla,0.13,794,ED,0.131,0.001,0.036
6,Dallas et al.,2017,Animal,Setophaga ruticilla,0.07,812,GD,0.070,0.001,0.035
16,Osocrio-Olivera et al,2020,Animal,Setophaga ruticilla,-0.14,1145,MD,-0.141,0.001,0.030
16,Osocrio-Olivera et al,2020,Animal,Setophaga ruticilla,-0.05,1145,ED,-0.050,0.001,0.030
6,Dallas et al.,2017,Animal,Setophaga striata,-0.06,362,ED,-0.060,0.003,0.053
6,Dallas et al.,2017,Animal,Setophaga striata,0.05,371,GD,0.050,0.003,0.052
16,Osocrio-Olivera et al,2020,Animal,Setophaga striata,0.2,216,MD,0.203,0.005,0.069
16,Osocrio-Olivera et al,2020,Animal,Setophaga striata,0.17,216,ED,0.172,0.005,0.069
6,Dallas et al.,2017,Animal,Setophaga tigrina,0.04,241,ED,0.040,0.004,0.065
6,Dallas et al.,2017,Animal,Setophaga tigrina,0.08,249,GD,0.080,0.004,0.064
16,Osocrio-Olivera et al,2020,Animal,Setophaga tigrina,-0.07,254,MD,-0.070,0.004,0.063
16,Osocrio-Olivera et al,2020,Animal,Setophaga tigrina,-0.14,254,ED,-0.141,0.004,0.063
6,Dallas et al.,2017,Animal,Setophaga townsendi,-0.04,261,ED,-0.040,0.004,0.062
6,Dallas et al.,2017,Animal,Setophaga townsendi,-0.1,264,GD,-0.100,0.004,0.062
16,Osocrio-Olivera et al,2020,Animal,Setophaga townsendi,-0.01,202,MD,-0.010,0.005,0.071
16,Osocrio-Olivera et al,2020,Animal,Setophaga townsendi,-0.1,202,ED,-0.100,0.005,0.071
6,Dallas et al.,2017,Animal,Setophaga virens,0.27,645,ED,0.277,0.002,0.039
6,Dallas et al.,2017,Animal,Setophaga virens,0.04,649,GD,0.040,0.002,0.039
16,Osocrio-Olivera et al,2020,Animal,Setophaga virens,-0.11,585,MD,-0.110,0.002,0.041
16,Osocrio-Olivera et al,2020,Animal,Setophaga virens,-0.1,585,ED,-0.100,0.002,0.041
6,Dallas et al.,2017,Animal,Sialia currucoides,0.12,169,ED,0.121,0.006,0.078
6,Dallas et al.,2017,Animal,Sialia currucoides,0.06,170,GD,0.060,0.006,0.077
16,Osocrio-Olivera et al,2020,Animal,Sialia currucoides,-0.28,455,MD,-0.288,0.002,0.047
16,Osocrio-Olivera et al,2020,Animal,Sialia currucoides,-0.17,455,ED,-0.172,0.002,0.047
6,Dallas et al.,2017,Animal,Sialia mexicana,-0.02,204,ED,-0.020,0.005,0.071
6,Dallas et al.,2017,Animal,Sialia mexicana,0,205,GD,0.000,0.005,0.070
16,Osocrio-Olivera et al,2020,Animal,Sialia mexicana,-0.2,241,MD,-0.203,0.004,0.065
16,Osocrio-Olivera et al,2020,Animal,Sialia mexicana,-0.14,241,ED,-0.141,0.004,0.065
6,Dallas et al.,2017,Animal,Sialia sialis,-0.07,653,ED,-0.070,0.002,0.039
6,Dallas et al.,2017,Animal,Sialia sialis,-0.03,653,GD,-0.030,0.002,0.039
16,Osocrio-Olivera et al,2020,Animal,Sialia sialis,-0.25,1342,MD,-0.255,0.001,0.027
16,Osocrio-Olivera et al,2020,Animal,Sialia sialis,-0.07,1342,ED,-0.070,0.001,0.027
6,Dallas et al.,2017,Animal,Sicalis flaveola,0.24,25,ED,0.245,0.045,0.213
6,Dallas et al.,2017,Animal,Sicalis flaveola,-0.3,25,GD,-0.310,0.045,0.213
6,Dallas et al.,2017,Animal,Sicalis luteola,0.01,30,ED,0.010,0.037,0.192
6,Dallas et al.,2017,Animal,Sicalis luteola,-0.39,30,GD,-0.412,0.037,0.192
6,Dallas et al.,2017,Plant,Sideroxylon lanuginosum,-0.09,1258,ED,-0.090,0.001,0.028
6,Dallas et al.,2017,Plant,Sideroxylon lanuginosum,0.17,1258,GD,0.172,0.001,0.028
6,Dallas et al.,2017,Animal,Sigmodon hispidus,-0.24,14,ED,-0.245,0.091,0.302
6,Dallas et al.,2017,Animal,Sigmodon hispidus,-0.39,14,GD,-0.412,0.091,0.302
17,Pironon et al,2015,Plant,Silene acaulis,0.36,19,GD,0.377,0.063,0.250
17,Pironon et al,2015,Plant,Silene acaulis,0.37,19,ED,0.388,0.063,0.250
6,Dallas et al.,2017,Animal,Sitta canadensis,0.16,798,ED,0.161,0.001,0.035
6,Dallas et al.,2017,Animal,Sitta canadensis,-0.21,804,GD,-0.213,0.001,0.035
16,Osocrio-Olivera et al,2020,Animal,Sitta canadensis,-0.11,975,MD,-0.110,0.001,0.032
16,Osocrio-Olivera et al,2020,Animal,Sitta canadensis,-0.05,975,ED,-0.050,0.001,0.032
6,Dallas et al.,2017,Animal,Sitta carolinensis,-0.02,1006,ED,-0.020,0.001,0.032
6,Dallas et al.,2017,Animal,Sitta carolinensis,0.12,1009,GD,0.121,0.001,0.032
16,Osocrio-Olivera et al,2020,Animal,Sitta carolinensis,-0.17,1424,MD,-0.172,0.001,0.027
16,Osocrio-Olivera et al,2020,Animal,Sitta carolinensis,-0.07,1424,ED,-0.070,0.001,0.027
2,Blackburn et al ,1999,Animal,Sitta europaea,-0.1,162,GD,-0.100,0.006,0.079
6,Dallas et al.,2017,Animal,Sitta pusilla,-0.07,55,ED,-0.070,0.019,0.139
6,Dallas et al.,2017,Animal,Sitta pusilla,-0.08,55,GD,-0.080,0.019,0.139
16,Osocrio-Olivera et al,2020,Animal,Sitta pusilla,-0.11,281,MD,-0.110,0.004,0.060
16,Osocrio-Olivera et al,2020,Animal,Sitta pusilla,-0.12,281,ED,-0.121,0.004,0.060
6,Dallas et al.,2017,Animal,Sitta pygmaea,-0.02,154,ED,-0.020,0.007,0.081
6,Dallas et al.,2017,Animal,Sitta pygmaea,0.13,154,GD,0.131,0.007,0.081
16,Osocrio-Olivera et al,2020,Animal,Sitta pygmaea,-0.31,133,MD,-0.321,0.008,0.088
16,Osocrio-Olivera et al,2020,Animal,Sitta pygmaea,-0.2,133,ED,-0.203,0.008,0.088
6,Dallas et al.,2017,Animal,Sittasomus griseicapillus,0.28,42,ED,0.288,0.026,0.160
6,Dallas et al.,2017,Animal,Sittasomus griseicapillus,0.2,42,GD,0.203,0.026,0.160
6,Dallas et al.,2017,Animal,Somateria mollissima,-0.04,112,ED,-0.040,0.009,0.096
6,Dallas et al.,2017,Animal,Somateria mollissima,0.05,136,GD,0.050,0.008,0.087
16,Osocrio-Olivera et al,2020,Animal,Somateria mollissima,-0.18,18,MD,-0.182,0.067,0.258
16,Osocrio-Olivera et al,2020,Animal,Somateria mollissima,-0.5,18,ED,-0.549,0.067,0.258
6,Dallas et al.,2017,Animal,Somateria spectabilis,0.1,53,ED,0.100,0.020,0.141
6,Dallas et al.,2017,Animal,Somateria spectabilis,0.03,63,GD,0.030,0.017,0.129
6,Dallas et al.,2017,Plant,Sophora affinis,-0.19,11,ED,-0.192,0.125,0.354
6,Dallas et al.,2017,Plant,Sophora affinis,-0.18,11,GD,-0.182,0.125,0.354
6,Dallas et al.,2017,Plant,Sorbus americana,0.11,1065,ED,0.110,0.001,0.031
6,Dallas et al.,2017,Plant,Sorbus americana,-0.01,1065,GD,-0.010,0.001,0.031
6,Dallas et al.,2017,Plant,Sorbus decora,-0.01,16,ED,-0.010,0.077,0.277
6,Dallas et al.,2017,Plant,Sorbus decora,0.38,16,GD,0.400,0.077,0.277
6,Dallas et al.,2017,Plant,Sorbus sp.,-0.24,38,ED,-0.245,0.029,0.169
6,Dallas et al.,2017,Plant,Sorbus sp.,0,38,GD,0.000,0.029,0.169
12,Leuschner et al.,2009,Plant,Sorbus torminalis,0.23,12,ED,0.234,0.111,0.333
6,Dallas et al.,2017,Animal,Sorex cinereus,-0.19,36,ED,-0.192,0.030,0.174
6,Dallas et al.,2017,Animal,Sorex cinereus,0,36,GD,0.000,0.030,0.174
6,Dallas et al.,2017,Animal,Sorex fumeus,0.07,12,ED,0.070,0.111,0.333
6,Dallas et al.,2017,Animal,Sorex fumeus,-0.44,12,GD,-0.472,0.111,0.333
6,Dallas et al.,2017,Animal,Sorex hoyi,0.42,9,ED,0.448,0.167,0.408
6,Dallas et al.,2017,Animal,Sorex hoyi,-0.21,9,GD,-0.213,0.167,0.408
6,Dallas et al.,2017,Animal,Sorex monticolus,0.51,15,ED,0.563,0.083,0.289
6,Dallas et al.,2017,Animal,Sorex monticolus,0.46,15,GD,0.497,0.083,0.289
16,Osocrio-Olivera et al,2020,Animal,Spatula clypeata,-0.33,392,MD,-0.343,0.003,0.051
16,Osocrio-Olivera et al,2020,Animal,Spatula clypeata,0.08,392,ED,0.080,0.003,0.051
16,Osocrio-Olivera et al,2020,Animal,Spatula cyanoptera,-0.1,264,MD,-0.100,0.004,0.062
16,Osocrio-Olivera et al,2020,Animal,Spatula cyanoptera,-0.07,264,ED,-0.070,0.004,0.062
16,Osocrio-Olivera et al,2020,Animal,Spatula discors,-0.29,676,MD,-0.299,0.001,0.039
16,Osocrio-Olivera et al,2020,Animal,Spatula discors,0.25,676,ED,0.255,0.001,0.039
6,Dallas et al.,2017,Animal,Sphyrapicus nuchalis,-0.03,137,ED,-0.030,0.007,0.086
6,Dallas et al.,2017,Animal,Sphyrapicus nuchalis,0.05,137,GD,0.050,0.007,0.086
16,Osocrio-Olivera et al,2020,Animal,Sphyrapicus nuchalis,-0.15,208,MD,-0.151,0.005,0.070
16,Osocrio-Olivera et al,2020,Animal,Sphyrapicus nuchalis,-0.24,208,ED,-0.245,0.005,0.070
